华为吧电影之1,#genre#
剧情片-四季之后,https://m3u.nikanba.live/share/770f64f5b9649158b3cd3baaaee50536.m3u8
剧情片-再帮个小忙,https://m3u.nikanba.live/share/7397c33c04add1de844f7c164132d276.m3u8
伦理片-小嫂子的猥亵性行为,https://m3u.nikanba.live/share/6d13928952761d1063cef1a48c4f07d4.m3u8
同性片-头号铁粉,https://m3u.nikanba.live/share/fb05869341e784dc3b69c72de890a2d7.m3u8
伦理片-这个男人和那个男人都是离婚女人,https://m3u.nikanba.live/share/2eead0d2dfddb12433902894f73ec0cd.m3u8
喜剧片-偷听女人心,https://m3u.nikanba.live/share/e231fc119f5d45ffaff9075a2b3722a2.m3u8
爱情片-倾听男人心,https://m3u.nikanba.live/share/dcfc0be68bdd4da7ad04b46f35748b58.m3u8
伦理片-你吃我也吃,https://m3u.nikanba.live/share/ac9dbf8d6654f7ea51dbfc6d31862228.m3u8
剧情片-再次，春天,https://m3u.nikanba.live/share/3a4c2978abe24f2da0ca864631c471c0.m3u8
剧情片-仙姬与瑟琦,https://m3u.nikanba.live/share/c84687b3c1864b2984d0f828c1a66daf.m3u8
剧情片-为家而战,https://m3u.nikanba.live/share/9a5d8890ba5d4ba98aca98588d5fee20.m3u8
动作片-卫斯理之蓝血人,https://m3u.nikanba.live/share/7d41f3d2f48f49fc8b8b52140cfcc087.m3u8
伦理片-第一人称禁忌射精 朋友的妻子加宽,https://m3u.nikanba.live/share/92501af5a7394194d965e80c340f59df.m3u8
爱情片-告别高中的夏天,https://m3u.nikanba.live/share/f1e4decd2dde4feab31bdcc0605aa876.m3u8
惊悚片-我唾弃你的坟墓：似曾相识,https://m3u.nikanba.live/share/44a819f8d2a74e868747dd3667fc1c9b.m3u8
动作片-冷血追击,https://m3u.nikanba.live/share/65b80d4c151e4d5ca00e401e74d98ec1.m3u8
剧情片-布雷兹,https://m3u.nikanba.live/share/70f7a75c92394494aa31555830a0f1c5.m3u8
战争片-三国之见龙卸甲,https://m3u.nikanba.live/share/aea54548cb88413c8e102005a4db0ded.m3u8
喜剧片-英雄无侠,https://m3u.nikanba.live/share/1d56cd69af9f4a66b8172b3307aebca2.m3u8
爱情片-遇见女孩的感觉,https://m3u.nikanba.live/share/7a87410bd7a145c5ba550a0e7b8866a9.m3u8
喜剧片-谁是我们老爸,https://m3u.nikanba.live/share/d0ef542eda694a91a1547566af233de9.m3u8
惊悚片-忌日快乐2,https://m3u.nikanba.live/share/9f9472f5f5ea454ea627bb1ad858fae5.m3u8
悬疑片-黑暗之地,https://m3u.nikanba.live/share/b6e2c93eab354387a09159f7fd2eac87.m3u8
剧情片-告诉蜜蜂,https://m3u.nikanba.live/share/9aa958a501314b94b1cc061885e5d56a.m3u8
科幻片-钢铁侠2,https://m3u.nikanba.live/share/329a386fdc894be189cdc16e9da51cb5.m3u8
犯罪片-极端邪恶,https://m3u.nikanba.live/share/5a076ea75d1c413bbb7dd0de3a4e85b1.m3u8
惊悚片-异教徒,https://cos.m3u8hw8.com/share/80be2e82040e4b0a92c4809c24506a11.m3u8
剧情片-JT·莱罗伊,https://m3u.nikanba.live/share/939825e6ad764c93bc72c1e36b9f2c82.m3u8
惊悚片-监视,https://m3u.nikanba.live/share/f7cdf37fa22a488fb67e2893420fb4fd.m3u8
爱情片-游龙戏凤,https://m3u.nikanba.live/share/5038ccc033194964acf011e77f2c01b6.m3u8
喜剧片-鬼镇灵异杀人事件,https://m3u.nikanba.live/share/8e806d90d2754b15b9e3aafc1569f249.m3u8
犯罪片-恶霸警察,https://m3u.nikanba.live/share/16c9b7f3837a4d5ba10a0da63aeccc87.m3u8
喜剧片-酒乡,https://m3u.nikanba.live/share/da8d4414e5644bb0b59723cdb39b37a0.m3u8
动作片-新英雄本色,https://m3u.nikanba.live/share/18c49fbcdce0463ca9c78d52ae103991.m3u8
动作片-黑金,https://m3u.nikanba.live/share/9a6cf21c439d485bb7d69be941ebc33a.m3u8
剧情片-你的鸟儿会唱歌,https://m3u.nikanba.live/share/1dde4eba2d464a9b9be96d0b83f34b70.m3u8
剧情片-舍赫拉查德,https://m3u.nikanba.live/share/5edf8aa60ffe44619c9a805349ab70f6.m3u8
动作片-黑金(粤),https://m3u.nikanba.live/share/52343f97eb2441d69838ad78b0294431.m3u8
爱情片-我的野蛮女友,https://m3u.nikanba.live/share/ded4814bfb4647e0b064fa8d292498e3.m3u8
剧情片-亿男,https://m3u.nikanba.live/share/a3829e3695b3440f91bf6bf2ace5ff5d.m3u8
剧情片-演员,https://m3u.nikanba.live/share/5444f703df3965964e9f60bba221653c.m3u8
剧情片-琼和约翰,https://m3u.nikanba.live/share/9599f647539d3f86dfd04a4eed0dd2cf.m3u8
动画电影-角头：大桥头,https://m3u.nikanba.live/share/d8e96698ab67705dde1cb1bc1689a5c9.m3u8
剧情片-不甜马丁娜,https://m3u.nikanba.live/share/dc6a7c6f04f846c6aaaa2d81a4a58060.m3u8
喜剧片-居家男人,https://m3u.nikanba.live/share/ab37859b4c3345d981c4184549cd5862.m3u8
科幻片-钢铁苍穹,https://m3u.nikanba.live/share/fb5194ca76c7413095e13dfa239b3bb5.m3u8
科幻片-钢铁苍穹2：即临种族,https://m3u.nikanba.live/share/4d0ab565cf534c73a71d5d38d17f5044.m3u8
爱情片-爱情洄游,https://m3u.nikanba.live/share/c174a436496b4c1c860985e5c1af7464.m3u8
动作片-烈火战车,https://cos.m3u8hw8.com/share/86e2f680667d4dde92f3fdc1c4f1d43f.m3u8
动作片-烈火战车(粤),https://m3u.nikanba.live/share/913d70cf634641feac56d0ad01f47c85.m3u8
剧情片-未成年,https://cos.m3u8hw8.com/share/216761c8d48c4ee391ceef503b2609ee.m3u8
剧情片-爱的暂停键,https://m3u.nikanba.live/share/5a64c70313f29d0b8cbd8371a8300b8b.m3u8
冒险片-最后的里程,https://m3u.nikanba.live/share/b6987c288358de87432f7d6e5e1adfde.m3u8
剧情片-独角兽之死,https://m3u.nikanba.live/share/790944a27c7844ce5d22bf71718e7b52.m3u8
剧情片-隔空投送,https://m3u.nikanba.live/share/c35579b73d300d273a62a91efd44ee83.m3u8
剧情片-我的企鹅老师,https://m3u.nikanba.live/share/25c66eef2db5339a0f0884f7aae1cf7f.m3u8
剧情片-域外营救,https://m3u.nikanba.live/share/357d2ab1ead0d9debed88c70d9c18d20.m3u8
同性片-半斤百两,https://m3u.nikanba.live/share/cabd02d1af5aa84d86ed225e673e6e48.m3u8
爱情片-青涩之恋,https://m3u.nikanba.live/share/ae7fbe17fed74870b571dc984984f594.m3u8
惊悚片-房屋出租,https://m3u.nikanba.live/share/5330c8c92e5c4b8aa9f979cabc473bd9.m3u8
爱情片-比悲伤更悲伤的故事,https://cos.m3u8hw8.com/share/f4738d8cf6ab497baa73c5f6dd65fa2e.m3u8
爱情片-比悲伤更悲伤的故事,https://cos.m3u8hw8.com/share/0f741c1d698f4054a6def38d5d50caa1.m3u8
爱情片-阿虎,https://m3u.nikanba.live/share/d3cd93df041446a3bff4e0430953ab62.m3u8
剧情片-博尔登,https://cos.m3u8hw8.com/share/2c36810a286941dda7c37a6fa6b64920.m3u8
悬疑片-遗孀秘闻,https://m3u.nikanba.live/share/4a27e1d112b041a6992c5933a89025e4.m3u8
喜剧片-神秘慈善家,https://m3u.nikanba.live/share/6236e15ac52d43cc875062adeb4c98f6.m3u8
剧情片-逆流大叔,https://m3u.nikanba.live/share/7f790b022e2743e0a5e9681dc007a6a1.m3u8
剧情片-地下,https://m3u.nikanba.live/share/a9e3a15ddb5940f38f3fff610e09cce6.m3u8
动作片-心仇,https://m3u.nikanba.live/share/68b03f8b8f154cdb9f750abe0485357d.m3u8
剧情片-狗狗情缘,https://m3u.nikanba.live/share/6fbdc40252f84b9480567c5994a05efa.m3u8
悬疑片-唐探1900,https://m3u.nikanba.live/share/cedcbde53b25fd6e4e4f4fdde44f66ef.m3u8
科幻片-昨天见,https://m3u.nikanba.live/share/331d730751c14b2ca34c10e15623e36a.m3u8
惊悚片-致命呼叫,https://m3u.nikanba.live/share/79faef9e759741e6ac5c45f99993cf4b.m3u8
科幻片-欲念游戏,https://m3u.nikanba.live/share/8fdcf72ae219406098bf15709b2e59e5.m3u8
爱情片-初恋的回忆,https://m3u.nikanba.live/share/f18ce095dd4145c0921386814eeadf3e.m3u8
爱情片-相见恨早,https://m3u.nikanba.live/share/94837ad56e124ca7ab3bb8f2d930c82e.m3u8
惊悚片-鳄口逃生,https://m3u.nikanba.live/share/03d151cfe78e4609af0cf7e211938146.m3u8
悬疑片-我们一直住在城堡里,https://m3u.nikanba.live/share/509bbe91c8364fb4a4c4ad1f3d705ab5.m3u8
剧情片-后街女孩,https://cos.m3u8hw8.com/share/421b4d05287d4528b6fc11833e4a286e.m3u8
喜剧片-最佳男友进化论,https://m3u.nikanba.live/share/cc88a9e7c5844c10881f51085993b771.m3u8
喜剧片-东北插班生2虎啸风声,https://m3u.nikanba.live/share/aacf41a929244e558a0656fa4c441edb.m3u8
剧情片-候鸟,https://cos.m3u8hw8.com/share/0eff51d53c3a46898b1f30c3f915ea38.m3u8
剧情片-无人知晓,https://cos.m3u8hw8.com/share/98d8e056ee4f44fb9612edc8e8ea7fbd.m3u8
剧情片-回火,https://cos.m3u8hw8.com/share/6cb20ca5d2e54e4688697ac1e8330d0d.m3u8
剧情片-回火2,https://m3u.nikanba.live/share/649093ba6af24058a83fc6db08e41a06.m3u8
剧情片-撞死了一只羊,https://m3u.nikanba.live/share/f22f107407fa4094bef52ebda0fac65a.m3u8
喜剧片-超市夜未眠,https://m3u.nikanba.live/share/b07609aefed84029aeaee9bd5eae78b1.m3u8
悬疑片-王国,https://m3u.nikanba.live/share/0d559313eeae42a8af46b258cd5c89cb.m3u8
爱情片-接招吧！那边的女孩,https://m3u.nikanba.live/share/0d1e3681ba5247fb8a3937fe95138bfc.m3u8
惊悚片-我们,https://cos.m3u8hw8.com/share/2c39c91162fc4f318e72525c9c7eb068.m3u8
动作片-二凤,https://m3u.nikanba.live/share/c5c3f1ed79fd4d5f9cf447d7022ab165.m3u8
惊悚片-战栗黑洞,https://m3u.nikanba.live/share/86827b05478c4ac5840825a907bcb7f3.m3u8
爱情片-如影随心,https://m3u.nikanba.live/share/3747e07745704b3da865ec26ad61c509.m3u8
科幻片-环球卫士,https://m3u.nikanba.live/share/a892053266864f3b9246f9c6eefd69cf.m3u8
爱情片-公主新娘,https://m3u.nikanba.live/share/ffda7445f6304d89af6a90706103cf63.m3u8
喜剧片-哪啊哪啊神去村,https://m3u.nikanba.live/share/8d90a7bc67934b91b46bacfe227f0243.m3u8
剧情片-赢得比赛,https://m3u.nikanba.live/share/119d04f218d94c5591a24cf3e516dcdc.m3u8
剧情片-沉睡的人鱼之家,https://m3u.nikanba.live/share/77c708fd494e4d6dbe0e776fe3fa8374.m3u8
剧情片-怪诞故事,https://m3u.nikanba.live/share/cc9911081c4245b553f3110962eedb04.m3u8
剧情片-教授,https://m3u.nikanba.live/share/da14de2bd53844d1b73338ee125399a5.m3u8
剧情片-毒玫瑰,https://m3u.nikanba.live/share/4b6fc5aefaa84c3a898665e4358a3b19.m3u8
动作片-复仇者,https://cos.m3u8hw8.com/share/399527f056cd435bb66f430192ddcfbe.m3u8
剧情片-紧锁,https://m3u.nikanba.live/share/f4f595bcf3edeb86422f109cc621a20b.m3u8
冒险片-工作细胞真人版,https://m3u.nikanba.live/share/4da36fdc4b0d6f578f8c82d99492ca7f.m3u8
冒险片-新干线惊爆倒数,https://m3u.nikanba.live/share/e643b8084d1b67e0c4d572865f94a6c6.m3u8
剧情片-异世降临,https://m3u.nikanba.live/share/bec71ec0c868cf5b9a33ce76239961a6.m3u8
剧情片-阳台上的女人们,https://m3u.nikanba.live/share/d53b6abd71fc474e8702b530f3b7cec7.m3u8
剧情片-毒劫,https://m3u.nikanba.live/share/dda4b41ebfafe8d941579f903d471b06.m3u8
爱情片-明天也一定要和你恋爱,https://m3u.nikanba.live/share/b90d202760534b5283e3772874e1c6ea.m3u8
犯罪片-痛击,https://m3u.nikanba.live/share/f363092624fe40328835b2022c5e288d.m3u8
剧情片-猫鼠游戏,https://m3u.nikanba.live/share/f6a42437d785402e99a853ed0940c898.m3u8
战争片-仙境,https://m3u.nikanba.live/share/06ab8729440e4eab8f91a59129e5b93e.m3u8
爱情片-五尺天涯,https://m3u.nikanba.live/share/f72704096072418f9179351755dd7220.m3u8
动作片-干预,https://m3u.nikanba.live/share/c0865c164f0c4a6cbe26de06997fda46.m3u8
剧情片-辛巴,https://m3u.nikanba.live/share/c0980099b8104516b846fe53704a3d96.m3u8
喜剧片-两大无猜,https://m3u.nikanba.live/share/48c3c94373fd4b4a998ef180897f4902.m3u8
恐怖片-邦迪和绿河杀手,https://m3u.nikanba.live/share/54e9c2614905475db42b6dadfd847600.m3u8
爱情片-从零开始,https://m3u.nikanba.live/share/2c92438bdde444acbba474a455cbda49.m3u8
喜剧片-高材生,https://m3u.nikanba.live/share/05e419bc049d4a4784bf0294c66bc94e.m3u8
科幻片-全民超人汉考克,https://m3u.nikanba.live/share/533de99ce04e49f78cf96a581ba91b7c.m3u8
剧情片-朽木,https://m3u.nikanba.live/share/84c42a3577034914b7e3c64775e540a9.m3u8
喜剧片-亲爱的拉蒙娜,https://m3u.nikanba.live/share/028b18a553fe49c7887cd22f86692fa4.m3u8
剧情片-一树梨花压海棠,https://m3u.nikanba.live/share/ca4e3c7ba7a7410f949b855e1b9068fc.m3u8
惊悚片-黑暗意识,https://cos.m3u8hw8.com/share/c69fddfdcc0941ed8438b49ab37a17c1.m3u8
剧情片-斯德哥尔摩,https://m3u.nikanba.live/share/d85a65dd6f3d40ebb12bcc644be182ef.m3u8
科幻片-俘虏国度,https://m3u.nikanba.live/share/3d0eafcfbb964703a528445292262869.m3u8
动作片-灵魂战车2,https://m3u.nikanba.live/share/a56e58ae630e4dce86b4fe0de576c679.m3u8
剧情片-第一个国王,https://m3u.nikanba.live/share/e887d1404ce34603a871dafd99cd3a41.m3u8
奇幻片-灵魂战车,https://m3u.nikanba.live/share/80dbd1184c1d4fb2b6f94e3f7198083d.m3u8
惊悚片-拍栗得,https://m3u.nikanba.live/share/9b81f61b4640443c935d0c6c0657fd74.m3u8
剧情片-动物园,https://m3u.nikanba.live/share/a6c5c497c51b4681a2856ff803070367.m3u8
剧情片-菊次郎的夏天,https://m3u.nikanba.live/share/d26d9b4e0e4c445f977f7fe1f6800cbb.m3u8
剧情片-过昭关,https://m3u.nikanba.live/share/4fd028e5f1234c3da417476450b05a96.m3u8
剧情片-比利小子,https://cos.m3u8hw8.com/share/dff072770c3c41d49b855d4bc9761bcc.m3u8
剧情片-海星,https://m3u.nikanba.live/share/76008abb28fe43988531c91e8d918537.m3u8
剧情片-野马,https://m3u.nikanba.live/share/53d3bf47fea647afae931488af673e5f.m3u8
爱情片-下一任：前任,https://m3u.nikanba.live/share/d34fd12d4ce443de83b22fffaab2f6e8.m3u8
动作片-夺命深渊,https://m3u.nikanba.live/share/ead9866f61cc48aba72a9a6053b04cf9.m3u8
剧情片-每天都是好日子,https://m3u.nikanba.live/share/86e122b6357243b88c495cc4e4738c47.m3u8
科幻片-吾乃母亲,https://m3u.nikanba.live/share/393655c12bd9489188390317c11ed70f.m3u8
喜剧片-High到哈佛,https://m3u.nikanba.live/share/a9fb01cebe0f4cdaa5c6e2ad9e4e2559.m3u8
剧情片-都是真的,https://m3u.nikanba.live/share/ac724cbcdebb4d3c97e21b075c8cf891.m3u8
剧情片-孟买酒店,https://m3u.nikanba.live/share/9d0fe3b5ef294063a8cfd21e789ac3ad.m3u8
剧情片-蓦然回首,https://m3u.nikanba.live/share/d855c7e11ada4f138f560a08a3d40017.m3u8
剧情片-某种物质,https://m3u.nikanba.live/share/1b76061104627677bfac3a31e99459b2.m3u8
剧情片-泳者之心,https://m3u.nikanba.live/share/85036a61b83385e09d5c59a48155e4b3.m3u8
动作片-因果报应,https://m3u.nikanba.live/share/80bd563afbef84a8f013040323dea85e.m3u8
惊悚片-痊愈,https://m3u.nikanba.live/share/c5e00fbc0ec7428abe40dd31b90fc3e7.m3u8
悬疑片-云雾笼罩的山峰,https://m3u.nikanba.live/share/f1dbce8b284448869fe10f7c1ab09ec7.m3u8
喜剧片-海滩流浪汉,https://m3u.nikanba.live/share/ba02bab00bf243558d5bf6d6276c99e3.m3u8
犯罪片-多米诺骨牌,https://m3u.nikanba.live/share/4a640393718041e4940be2ba791cb077.m3u8
爱情片-精彩的一天,https://m3u.nikanba.live/share/fc62f3ef355049dfa7ebaf3adf90a653.m3u8
剧情片-陪审员,https://m3u.nikanba.live/share/e1e63d602f38480a81897da7e36bf300.m3u8
喜剧片-女警,https://m3u.nikanba.live/share/2156c35f27e841df94be629482b38920.m3u8
爱情片-一个忠诚的男人,https://m3u.nikanba.live/share/858151c0d86042159ac732ef9399624c.m3u8
剧情片-小森林 冬春篇,https://m3u.nikanba.live/share/2c1bfcf906d24c9086cba382f2e64ec5.m3u8
冒险片-白狮奇缘,https://m3u.nikanba.live/share/aca94bd1c81a42c8b224429ba1a06893.m3u8
科幻片-少年透明人2,https://m3u.nikanba.live/share/61bdbdf9af2d4edcb28b9aeb98f12bf5.m3u8
剧情片-遗君之战,https://m3u.nikanba.live/share/5706f42b8fdae750bf205ee0b5856fde.m3u8
惊悚片-张震讲故事之归宿,https://m3u.nikanba.live/share/7b1f437fc20243d8a33ae58552ee476c.m3u8
犯罪片-爆裂兄弟,https://m3u.nikanba.live/share/5a7b3af9776d41468d4eb5364be69633.m3u8
剧情片-雷霆之路,https://m3u.nikanba.live/share/21d7b49e8d1e493d815d7b8dd9a7f4c4.m3u8
恐怖片-大力水手：战栗丛林,https://m3u.nikanba.live/share/2d8c2c895feb17f1fac3dae88fbece64.m3u8
剧情片-雷和莉兹,https://m3u.nikanba.live/share/2317770d7fc84b53af183854f9d57dba.m3u8
犯罪片-雪暴,https://m3u.nikanba.live/share/6806790c48de47499fa4ac55c5ab9046.m3u8
惊悚片-0.0兆赫,https://m3u.nikanba.live/share/9d8cc6dbde7b4fb4a07c4e7c8bfce857.m3u8
喜剧片-欢迎来北方,https://m3u.nikanba.live/share/d4db03f024d04d2d8862126b3d295a18.m3u8
喜剧片-欢迎来北方II,https://m3u.nikanba.live/share/59392dc5fe26490b9c12833d592ed5f0.m3u8
剧情片-悲惨世界,https://cos.m3u8hw8.com/share/14060b1e393e491192626121ad6518ea.m3u8
剧情片-蜂鸟计划,https://m3u.nikanba.live/share/4d0072428fa449aabef262b1800eeb10.m3u8
剧情片-煤工歌手冈德曼,https://m3u.nikanba.live/share/a66c613cfc974435ad16a4bc93d0b93e.m3u8
喜剧片-恭喜八婆,https://m3u.nikanba.live/share/9635a58e7f11418688e78c50b037f705.m3u8
冒险片-4分44秒,https://m3u.nikanba.live/share/6dd92e30151f696e2d4b9feb5a258452.m3u8
爱情片-伪恋,https://m3u.nikanba.live/share/de464fb911644a859795dc194dd16f43.m3u8
犯罪片-加密货币,https://m3u.nikanba.live/share/e66b8c98dc984188a93c9564a1bb61ea.m3u8
剧情片-吉娃娃,https://m3u.nikanba.live/share/a0dfded33529408292f83cbf37b3b2cc.m3u8
科幻片-黑衣人,https://m3u.nikanba.live/share/6be2017787f94a309e644c067a247f2a.m3u8
剧情片-节拍救赎,https://m3u.nikanba.live/share/01f4f56e09474308a312ccaec9354a1d.m3u8
科幻片-黑衣人2,https://m3u.nikanba.live/share/2608935c50d0424fa3187e158a98adf0.m3u8
剧情片-借来的100天,https://cos.m3u8hw8.com/share/9d329d1106a441c5beccbbed32da9f32.m3u8
科幻片-黑衣人3,https://m3u.nikanba.live/share/9f38238729f04f9caf3f90ba5b153a81.m3u8
爱情片-玩家,https://cos.m3u8hw8.com/share/735d0a3eefac4c2581e73d555d8a536b.m3u8
剧情片-红琼,https://m3u.nikanba.live/share/0f0582496cab4be3a7448d428cf5ad1b.m3u8
喜剧片-誓言,https://m3u.nikanba.live/share/48cc8a002f65453db51b221dc56f6966.m3u8
爱情片-余波,https://m3u.nikanba.live/share/5b69283545b94c11b65c37b2a1c54259.m3u8
剧情片-小委托人,https://m3u.nikanba.live/share/e21aaea64c2a40d2ae5405b2ffa14ba8.m3u8
动作片-金蝉脱壳3：恶魔车站,https://m3u.nikanba.live/share/a1a3713168874caeb7f25729c6b94503.m3u8
犯罪片-恶人传,https://m3u.nikanba.live/share/8fbedbf7c97e4133a075ffc77541cd5b.m3u8
战争片-狼嚎,https://m3u.nikanba.live/share/92d515a6d60b4c5da1ad362bd26058d5.m3u8
动作片-夏福特,https://m3u.nikanba.live/share/29fa3786715f45d69bd691a8582a9900.m3u8
动作片-潜行者,https://cos.m3u8hw8.com/share/68f2ccf1872a45919b86e0bbce1b5d0f.m3u8
剧情片-最佳敌人,https://m3u.nikanba.live/share/9418c02ce0954541adbb7c8dfcb5fc7f.m3u8
爱情片-我的青春都是你,https://m3u.nikanba.live/share/a4d39cf6584b49349d4e56e2c5303d91.m3u8
剧情片-风流一代,https://m3u.nikanba.live/share/3c043536656f6a36187d99f563669d23.m3u8
科幻片-阿丽塔：战斗天使,https://m3u.nikanba.live/share/ba9821158b8b464cb08ac4bf81b6bc74.m3u8
剧情片-他们,https://cos.m3u8hw8.com/share/08ac91b1848a4205ba50beb1c3800d6c.m3u8
奇幻片-地狱男爵：血皇后崛起,https://m3u.nikanba.live/share/1448a2af500b4f4da71957f5acadc5e8.m3u8
惊悚片-病毒劫持,https://m3u.nikanba.live/share/0e697ddf806b41c9b4f056ca2f0b2319.m3u8
奇幻片-地狱男爵,https://m3u.nikanba.live/share/66d6a20710e6418d91c0b64880eed8f0.m3u8
爱情片-之后,https://m3u.nikanba.live/share/73d847f4394540d0a331fdc9ba1edeaa.m3u8
剧情片-守门员,https://m3u.nikanba.live/share/4dc5370857924a77b922578e095f3e19.m3u8
犯罪片-保险库,https://m3u.nikanba.live/share/cefa5515d8164d7db0481a388ae8faa9.m3u8
剧情片-卧底罗密欧,https://m3u.nikanba.live/share/0efa0dec8b354d4ba0a85754f0982ea0.m3u8
剧情片-永不褪色,https://m3u.nikanba.live/share/9a4a7100ac4f4bb1b22c21597143e54e.m3u8
剧情片-i人质危机,https://m3u.nikanba.live/share/69268727f5feafb13c41d4d66bbd1082.m3u8
爱情片-奥菲莉娅,https://m3u.nikanba.live/share/409fcd0d7ed2412baf6bb59610327e2e.m3u8
爱情片-那些年，我们一起追的女孩,https://cos.m3u8hw8.com/share/a44967c5ccbf4793a43cc0765bdf23fc.m3u8
剧情片-不可能的事,https://m3u.nikanba.live/share/1579103284ba4df99c82f9c451aede86.m3u8
剧情片-少年追梦情,https://m3u.nikanba.live/share/73900942cc9143b78649508ff12b2608.m3u8
惊悚片-绑定,https://m3u.nikanba.live/share/74c2601584fc4f008f662a99ed2fe18b.m3u8
喜剧片-陈翔六点半之重楼别,https://m3u.nikanba.live/share/6d79fb89262b45fb9fe9b94c0b90e492.m3u8
剧情片-幸福城市,https://m3u.nikanba.live/share/f366ae3e5fce438c88c382bacabc6333.m3u8
剧情片-铁道：家色,https://m3u.nikanba.live/share/c7c7eb2057b94b93a50870aefff4bed7.m3u8
剧情片-婚礼客人,https://m3u.nikanba.live/share/a7aa05e8b1e742e1b27abaf9161e4dc1.m3u8
惊悚片-密室绑架,https://m3u.nikanba.live/share/38030ba4dbab44f186c7af0790dff5c1.m3u8
喜剧片-神秘的亨利·皮克,https://m3u.nikanba.live/share/df8a95b886974439b6a1e44a44772f4d.m3u8
爱情片-雪之华,https://m3u.nikanba.live/share/b01070c98d60471aa25699a5daa46bbf.m3u8
喜剧片-交友网战,https://m3u.nikanba.live/share/a53ef8023e1047f4a7cab07d54bacf62.m3u8
剧情片-老大人,https://m3u.nikanba.live/share/e2b3d1c9c51749dc9b7ee17d0807e4c6.m3u8
悬疑片-侵入者,https://cos.m3u8hw8.com/share/d3f247d7e81d4cfeb7f860480ac309b4.m3u8
喜剧片-男孩们跪下,https://m3u.nikanba.live/share/080cc33c28084125ba5329a53f1d6c1d.m3u8
喜剧片-全民追女王,https://m3u.nikanba.live/share/5bcc3939c5524845a5a10c54ccd18c54.m3u8
剧情片-制暴：无限杀机,https://m3u.nikanba.live/share/563098fc31e0778a89a8c1c7b6af7939.m3u8
惊悚片-哭泣女人的诅咒,https://m3u.nikanba.live/share/41ee8ccf522f47869f79b383b5cde1dc.m3u8
惊悚片-宠物坟场,https://m3u.nikanba.live/share/c469675530d549048c5016aed76dad28.m3u8
剧情片-痛苦与荣耀,https://m3u.nikanba.live/share/d5638fdd82f648158aaf4a3510a9b8f7.m3u8
动作片-野兽,https://cos.m3u8hw8.com/share/22373ee4b30f48deb0f3e8a2a5638d25.m3u8
惊悚片-秘恋惊魂,https://m3u.nikanba.live/share/6f4bc0b55a3f4ae9b5c9070e943a28c2.m3u8
动作片-冰海陷落,https://m3u.nikanba.live/share/8c32d1c0c13740adab2b73abf3239907.m3u8
犯罪片-谎言与偷窃,https://m3u.nikanba.live/share/bcd3efacf89c4089917599dd558cf687.m3u8
剧情片-爆裂少女,https://m3u.nikanba.live/share/af5dbe1eaea344429a9353938a2b16c2.m3u8
悬疑片-谁杀了小说家？,https://m3u.nikanba.live/share/f3139a7143174b20bc09233a75461855.m3u8
剧情片-最熟悉的陌生人,https://m3u.nikanba.live/share/eb377b38da5149588171fa140c6f1321.m3u8
悬疑片-秦明·生死语者,https://m3u.nikanba.live/share/f38b8391957549a095a6ab2826ac8590.m3u8
爱情片-幽灵女孩,https://m3u.nikanba.live/share/926112ce5329466d8eb108b7c6847c46.m3u8
剧情片-吾王长存,https://m3u.nikanba.live/share/18948f9470c7496ab46314df75770cc7.m3u8
爱情片-妓房少爷,https://m3u.nikanba.live/share/51abc6e91b42491190ab9382f8af8513.m3u8
喜剧片-家庭,https://m3u.nikanba.live/share/c1377167328d4e4b8ca480b0ba7e0859.m3u8
剧情片-非分熟女,https://m3u.nikanba.live/share/d92584dbe9454b8bbd01fd8df76c54be.m3u8
剧情片-武士马拉松,https://m3u.nikanba.live/share/3a700c5cc5b7469db57107f2cd82c276.m3u8
剧情片-舞出我人生之舞所不能,https://m3u.nikanba.live/share/470821e94dc5454882abec5e11f19fc6.m3u8
喜剧片-老太啦啦队,https://m3u.nikanba.live/share/2eee175985334e4e9ad0649443cb6942.m3u8
科幻片-哥斯拉,https://m3u.nikanba.live/share/e5116c192ddd4beebb0eeebb955f9e90.m3u8
犯罪片-伦敦往事,https://m3u.nikanba.live/share/e5ce401b5ba54b8c8f109235816c4b92.m3u8
爱情片-最好的我们,https://m3u.nikanba.live/share/49a9d954fb13465ebd191413e9f35dd3.m3u8
喜剧片-素人特工,https://m3u.nikanba.live/share/7ed3f928be904ffdac4644cb8ca0aaae.m3u8
喜剧片-虎胆凤威,https://m3u.nikanba.live/share/cbb46908b7b142849ce926072e5a8759.m3u8
剧情片-BEYOND日记之莫欺少年穷,https://m3u.nikanba.live/share/d4cd7d892ea342a0a5c5ea9a9c62f37c.m3u8
剧情片-只有大海知道,https://m3u.nikanba.live/share/a347bf1f3bcd4bcbb5b5e40d3aab61c1.m3u8
剧情片-顿巴斯,https://m3u.nikanba.live/share/f0ca3c17370948eba06a37c7d9448210.m3u8
剧情片-红海潜水俱乐部,https://m3u.nikanba.live/share/154fc272cebd45709914b21a6b4abf16.m3u8
剧情片-良知堡垒,https://m3u.nikanba.live/share/9d73b92d24cb4321a09ca142b12b8af1.m3u8
剧情片-妈阁是座城,https://m3u.nikanba.live/share/dee0c8f7da324a9c978115da18bf9dfa.m3u8
剧情片-不能说的游戏,https://m3u.nikanba.live/share/6af4204f0d3b47018aa8df4e4df008c1.m3u8
